,report_month,portal_id,product,calendar_days_remaining,day of month,mrr_net_pm_bom,cancel_classified,geography,segment,sub_segment,partner_managed,employee_size,employee_size_value,marketing_health_check,sales_health_check,count_calls_by_owner_l90,count_emails_by_owner_l90_measure,count_of_integrations,renewal_month,subscription_cancel,cancel_dollars,primary_colors,age,edition 
26094,2022-03,2422624,MarketingHub,31,1,161.0,prior_cancel,LATAM,LATAM CST,LATAM CST,No,26 to 200,50.0,3,1,0.0,0.0,12.0,1.0,1.0,-161.0,0.0,36.0,Starter
26095,2022-03,2422624,SalesHub,31,1,336.0,prior_cancel,LATAM,LATAM CST,LATAM CST,No,26 to 200,50.0,3,1,0.0,0.0,12.0,1.0,1.0,-336.0,1.0,47.0,Professional
26096,2022-03,2432668,MarketingHub,10,22,37.5,late_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,3,4,0.0,0.0,6.0,0.0,1.0,-37.5,0.0,23.0,Starter
26097,2022-03,2447192,MarketingHub,31,1,2678.04,prior_cancel,NAM,MID-MARKET,BARNEA,No,26 to 200,200.0,4,3,0.0,1.0,17.0,1.0,1.0,-2678.04,3.0,60.0,Enterprise
26098,2022-03,2519467,MarketingHub,31,1,1054.93,prior_cancel,EMEA,EMEA CST,EMEA CST,No,201 or Above,1000.0,4,0,0.0,0.0,12.0,1.0,1.0,-1054.93,3.0,60.0,Professional
26099,2022-03,2541562,MarketingHub,30,2,71.43,early_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,5.0,0,0,0.0,0.0,4.0,1.0,1.0,-71.43,0.0,64.0,Starter
26100,2022-03,2555790,MarketingHub,13,19,114.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,3,1,0.0,0.0,7.0,1.0,1.0,-114.0,1.0,12.0,Professional
26101,2022-03,2555790,SalesHub,13,19,50.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,3,1,0.0,0.0,7.0,1.0,1.0,-50.0,1.0,61.0,Professional
26102,2022-03,2560450,MarketingHub,31,1,160.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,0,0,0.0,0.0,3.0,0.0,1.0,-160.0,0.0,0.0,
26103,2022-03,2591537,MarketingHub,31,1,1350.0,prior_cancel,NAM,MID-MARKET,REYNOLDS,No,26 to 200,50.0,4,1,0.0,6.0,27.0,1.0,1.0,-1350.0,3.0,48.0,Professional
26104,2022-03,2591537,SalesHub,31,1,360.0,prior_cancel,NAM,MID-MARKET,REYNOLDS,No,26 to 200,50.0,4,1,0.0,6.0,27.0,1.0,1.0,-360.0,4.0,36.0,Professional
26105,2022-03,2597855,MarketingHub,31,1,100.0,prior_cancel,APAC,JAPAC CST,APAC CST,No,26 to 200,50.0,4,0,0.0,0.0,6.0,1.0,1.0,-100.0,0.0,23.0,Starter
26106,2022-03,2612495,MarketingHub,31,1,276.19,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,10.0,0,4,0.0,2.0,7.0,1.0,1.0,-276.19,1.0,1.0,Starter
26107,2022-03,2612623,MarketingHub,31,1,2206.256,prior_cancel,EMEA,UKI SMB,BOADUM,No,1 to 25,12.0,4,4,0.0,2.0,23.0,1.0,1.0,-2206.256,3.0,64.0,Enterprise
26108,2022-03,2626046,MarketingHub,31,1,680.0,prior_cancel,NAM,NAM CST,CST,No,26 to 200,200.0,4,0,0.0,3.0,14.0,1.0,1.0,-680.0,4.0,36.0,Professional
26109,2022-03,2635480,MarketingHub,31,1,827.79,prior_cancel,EMEA,UKI MM,LOWRY,No,26 to 200,50.0,4,2,0.0,3.0,16.0,1.0,1.0,-827.79,2.0,12.0,Professional
26110,2022-03,2645202,MarketingHub,31,1,3498.72,prior_cancel,EMEA,IBERIA/CEE,CHAVES RODRIGUEZ,No,1 to 25,10.0,4,0,1.0,5.0,16.0,1.0,1.0,-3390.72,3.0,60.0,Enterprise
26111,2022-03,2648769,MarketingHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,3,2,0.0,3.0,15.0,1.0,1.0,-50.0,0.0,60.0,Starter
26112,2022-03,2661215,MarketingHub,31,1,933.336,prior_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,200.0,4,0,0.0,1.0,9.0,1.0,1.0,-933.336,3.0,48.0,Professional
26113,2022-03,2694242,MarketingHub,31,1,1382.136,prior_cancel,EMEA,FRANCE,LAUTH,Yes,201 or Above,500.0,4,0,0.0,4.0,22.0,1.0,1.0,-1382.136,3.0,60.0,Professional
26114,2022-03,2736143,MarketingHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,4,3,0.0,0.0,1.0,1.0,1.0,-50.0,0.0,60.0,Starter
26115,2022-03,2743094,MarketingHub,31,1,1250.0,prior_cancel,APAC,ANZ SMB,BUSHELL,No,201 or Above,500.0,0,0,0.0,1.0,11.0,0.0,1.0,-1250.0,2.0,61.0,Professional
26116,2022-03,2758303,MarketingHub,31,1,1280.0,prior_cancel,EMEA,ITALY/MEA,O'GRADY,No,26 to 200,200.0,2,0,0.0,0.0,15.0,1.0,1.0,-1280.0,0.0,60.0,Professional
26117,2022-03,2817890,MarketingHub,31,1,4950.0,prior_cancel,NAM,CORP,KOROSEC,No,201 or Above,10000.0,4,0,2.0,3.0,16.0,1.0,1.0,-4950.0,2.0,61.0,Enterprise
26118,2022-03,2819591,MarketingHub,31,1,752.53,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,3,0,0.0,2.0,10.0,1.0,1.0,-752.53,1.0,60.0,Professional
26119,2022-03,2829127,MarketingHub,31,1,2366.67,prior_cancel,EMEA,IBERIA/CEE,CHAVES RODRIGUEZ,No,26 to 200,200.0,4,0,0.0,8.0,23.0,1.0,0.0,0.0,4.0,24.0,Professional
26120,2022-03,2829508,MarketingHub,31,1,1100.0,prior_cancel,LATAM,LATAM,LATAM DIRECT BRAVO,No,1 to 25,25.0,4,0,0.0,1.0,15.0,1.0,1.0,-1100.0,1.0,60.0,Professional
26121,2022-03,2836305,MarketingHub,31,1,192.0,prior_cancel,LATAM,LATAM CST,LATAM CST,Yes,201 or Above,5000.0,3,1,0.0,2.0,16.0,1.0,1.0,-192.0,1.0,24.0,Professional
26122,2022-03,2836305,SalesHub,31,1,120.0,prior_cancel,LATAM,LATAM CST,LATAM CST,Yes,201 or Above,5000.0,3,1,0.0,2.0,16.0,1.0,1.0,-120.0,2.0,24.0,Professional
26123,2022-03,2836305,ServiceHub,31,1,96.0,prior_cancel,LATAM,LATAM CST,LATAM CST,Yes,201 or Above,5000.0,3,1,0.0,2.0,16.0,1.0,1.0,-96.0,0.0,24.0,Professional
26124,2022-03,2840468,MarketingHub,31,1,308.568,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,10.0,0,0,0.0,0.0,3.0,0.0,1.0,-308.568,0.0,60.0,Basic
26125,2022-03,2844208,MarketingHub,31,1,50.0,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,10.0,0,0,0.0,0.0,4.0,1.0,1.0,-50.0,0.0,3.0,Starter
26126,2022-03,2866850,MarketingHub,31,1,30.0,prior_cancel,NAM,CORE CC AMER,BAILEY,No,1 to 25,10.0,4,1,0.0,1.0,12.0,1.0,1.0,-30.0,1.0,24.0,Starter
26127,2022-03,2866850,SalesHub,31,1,375.0,prior_cancel,NAM,CORE CC AMER,BAILEY,No,1 to 25,10.0,4,1,0.0,1.0,12.0,1.0,0.0,0.0,3.0,31.0,Professional
26128,2022-03,2882377,MarketingHub,29,3,37.5,early_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,2,2,0.0,0.0,2.0,0.0,1.0,-37.5,0.0,27.0,Starter
26129,2022-03,2882377,SalesHub,29,3,75.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,2,2,0.0,0.0,2.0,0.0,1.0,-75.0,0.0,44.0,Starter
26130,2022-03,2882377,ServiceHub,29,3,37.5,early_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,2,2,0.0,0.0,2.0,0.0,1.0,-37.5,0.0,27.0,Starter
26131,2022-03,2882426,MarketingHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,26 to 200,200.0,3,0,0.0,0.0,14.0,1.0,1.0,-50.0,0.0,24.0,Starter
26132,2022-03,2885018,MarketingHub,31,1,89.0,prior_cancel,LATAM,LATAM CST,LATAM CST,No,1 to 25,25.0,3,2,1.0,2.0,11.0,1.0,1.0,-89.0,2.0,8.0,Professional
26133,2022-03,2885018,SalesHub,31,1,50.0,prior_cancel,LATAM,LATAM CST,LATAM CST,No,1 to 25,25.0,3,2,1.0,2.0,11.0,1.0,1.0,-50.0,4.0,23.0,Professional
26134,2022-03,2899472,MarketingHub,31,1,727.63,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,4,1,0.0,1.0,26.0,1.0,1.0,-727.63,1.0,61.0,Professional
26135,2022-03,2899472,SalesHub,31,1,264.74,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,4,1,0.0,1.0,26.0,1.0,1.0,-264.74,3.0,53.0,Professional
26136,2022-03,2900427,MarketingHub,31,1,3213.0,prior_cancel,NAM,CORP,SURESH,Yes,201 or Above,5000.0,4,0,0.0,0.0,8.0,1.0,1.0,-3213.0,2.0,60.0,Enterprise
26137,2022-03,2901509,MarketingHub,31,1,120.0,prior_cancel,LATAM,LATAM CST,LATAM CST,No,26 to 200,50.0,3,0,0.0,0.0,11.0,1.0,1.0,-120.0,0.0,48.0,Starter
26138,2022-03,2926823,MarketingHub,28,4,328.85,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,4,4,0.0,0.0,29.0,0.0,0.0,0.0,4.0,28.0,Professional
26139,2022-03,2926823,SalesHub,28,4,43.27,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,4,4,0.0,0.0,29.0,0.0,0.0,0.0,4.0,58.0,Professional
26140,2022-03,2927592,MarketingHub,31,1,1461.336,prior_cancel,EMEA,EMEA CST,EMEA CST,Yes,26 to 200,200.0,4,0,0.0,0.0,16.0,1.0,1.0,-1461.336,2.0,60.0,Professional
26141,2022-03,2931204,MarketingHub,29,3,1350.0,early_cancel,NAM,SMB,RENAHAN,No,1 to 25,25.0,4,0,0.0,6.0,11.0,0.0,1.0,-1350.0,1.0,61.0,Professional
26142,2022-03,2936337,MarketingHub,14,18,71.43,early_cancel,APAC,APAC CC,SYD SP,No,26 to 200,50.0,4,0,0.0,1.0,7.0,1.0,1.0,-71.43,2.0,60.0,Starter
26143,2022-03,2938352,MarketingHub,31,1,12140.0,prior_cancel,NAM,STRATEGIC ACCOUNTS,KEARES,No,1 to 25,10.0,4,0,0.0,0.0,22.0,1.0,1.0,-12140.0,3.0,54.0,Enterprise
26144,2022-03,2938610,MarketingHub,31,1,20.42,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,3,2,0.0,0.0,10.0,1.0,1.0,-20.42,0.0,12.0,Starter
26145,2022-03,2938610,SalesHub,31,1,30.63,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,3,2,0.0,0.0,10.0,1.0,1.0,-30.63,2.0,44.0,Starter
26146,2022-03,2940047,MarketingHub,31,1,900.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,4,1,2.0,4.0,17.0,1.0,1.0,-900.0,1.0,60.0,Professional
26147,2022-03,2940047,SalesHub,31,1,75.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,4,1,2.0,4.0,17.0,1.0,1.0,-75.0,1.0,59.0,Professional
26148,2022-03,2946142,MarketingHub,31,1,5400.04,prior_cancel,APAC,ANZ SMB,BUSHELL,Yes,1 to 25,10.0,4,0,0.0,0.0,39.0,1.0,1.0,-5400.04,2.0,60.0,Enterprise
26149,2022-03,2947655,MarketingHub,31,1,960.0,prior_cancel,LATAM,LATAM,LATAM DIRECT BRAVO,No,1 to 25,10.0,4,0,4.0,4.0,7.0,1.0,1.0,-960.0,3.0,60.0,Professional
26150,2022-03,2947974,MarketingHub,22,10,1114.616,early_cancel,EMEA,ITALY/MEA,O'GRADY,Yes,1 to 25,10.0,4,1,2.0,3.0,13.0,1.0,1.0,-1114.616,2.0,12.0,Professional
26151,2022-03,2947974,SalesHub,22,10,589.744,early_cancel,EMEA,ITALY/MEA,O'GRADY,Yes,1 to 25,10.0,4,1,2.0,3.0,13.0,1.0,1.0,-589.744,3.0,35.0,Professional
26152,2022-03,2947974,ServiceHub,22,10,283.072,early_cancel,EMEA,ITALY/MEA,O'GRADY,Yes,1 to 25,10.0,4,1,2.0,3.0,13.0,1.0,1.0,-283.072,1.0,12.0,Professional
26153,2022-03,2953535,MarketingHub,31,1,1548.0,prior_cancel,APAC,ANZ MM,WILLIS,No,26 to 200,50.0,4,3,0.0,1.0,39.0,1.0,0.0,0.0,4.0,60.0,Enterprise
26154,2022-03,2953535,SalesHub,31,1,3326.4,prior_cancel,APAC,ANZ MM,WILLIS,No,26 to 200,50.0,4,3,0.0,1.0,39.0,1.0,0.0,0.0,5.0,60.0,Enterprise
26155,2022-03,2953677,MarketingHub,30,2,1754.81,early_cancel,APAC,ANZ MM/CORP,ADAMSON,No,26 to 200,50.0,4,2,0.0,0.0,14.0,1.0,1.0,-1754.81,3.0,60.0,Professional
26156,2022-03,2953677,SalesHub,30,2,129.52,early_cancel,APAC,ANZ MM/CORP,ADAMSON,No,26 to 200,50.0,4,2,0.0,0.0,14.0,1.0,1.0,-129.52,4.0,58.0,Professional
26157,2022-03,2958289,MarketingHub,31,1,224.0,prior_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,50.0,2,0,0.0,0.0,6.0,1.0,1.0,-224.0,0.0,60.0,Basic
26158,2022-03,2997761,MarketingHub,31,1,1107.2,prior_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,200.0,4,0,0.0,0.0,14.0,1.0,1.0,-1107.2,1.0,48.0,Professional
26159,2022-03,2997963,MarketingHub,31,1,1778.368,prior_cancel,EMEA,UKI SMB,BOADUM,No,1 to 25,25.0,4,1,0.0,5.0,30.0,1.0,1.0,-1778.368,4.0,57.0,Enterprise
26160,2022-03,2997963,OperationsHub,31,1,480.64,prior_cancel,EMEA,UKI SMB,BOADUM,No,1 to 25,25.0,4,1,0.0,5.0,30.0,1.0,1.0,-480.64,0.0,8.0,Professional
26161,2022-03,2997963,SalesHub,31,1,580.28,prior_cancel,EMEA,UKI SMB,BOADUM,No,1 to 25,25.0,4,1,0.0,5.0,30.0,1.0,1.0,-580.28,4.0,57.0,Enterprise
26162,2022-03,3033876,MarketingHub,8,24,3262.7,late_cancel,NAM,SMB,POLMONARI,No,1 to 25,25.0,4,2,0.0,2.0,30.0,1.0,1.0,-3262.7,3.0,58.0,Enterprise
26163,2022-03,3033876,SalesHub,8,24,750.0,late_cancel,NAM,SMB,POLMONARI,No,1 to 25,25.0,4,2,0.0,2.0,30.0,1.0,1.0,-750.0,3.0,60.0,Professional
26164,2022-03,3040038,MarketingHub,31,1,380.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,3,0,0.0,3.0,9.0,1.0,1.0,-380.0,1.0,60.0,Professional
26165,2022-03,3044245,MarketingHub,24,8,50.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,4,0,0.0,0.0,7.0,1.0,1.0,-50.0,1.0,59.0,Starter
26166,2022-03,3048309,MarketingHub,31,1,1292.31,prior_cancel,NAM,MID-MARKET,DUPUIS,No,201 or Above,75000.0,4,0,1.0,6.0,2.0,1.0,1.0,-1292.31,2.0,48.0,Professional
26167,2022-03,3113625,MarketingHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,3,1,0.0,0.0,11.0,1.0,1.0,-50.0,0.0,50.0,Starter
26168,2022-03,3281698,MarketingHub,31,1,87.816,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,3,1,0.0,3.0,12.0,1.0,1.0,-87.816,0.0,31.0,Professional
26169,2022-03,3281698,SalesHub,31,1,49.064,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,3,1,0.0,3.0,12.0,1.0,1.0,-49.064,2.0,31.0,Professional
26170,2022-03,3291433,MarketingHub,31,1,100.0,prior_cancel,NAM,NAM CST,CST,No,26 to 200,200.0,4,4,0.0,3.0,9.0,1.0,1.0,-100.0,0.0,13.0,Starter
26171,2022-03,3297722,MarketingHub,31,1,1497.232,prior_cancel,EMEA,BENELUX,BOMZE,Yes,1 to 25,25.0,4,4,2.0,0.0,16.0,0.0,1.0,-1497.232,4.0,53.0,Professional
26172,2022-03,3297722,SalesHub,31,1,327.32,prior_cancel,EMEA,BENELUX,BOMZE,Yes,1 to 25,25.0,4,4,2.0,0.0,16.0,0.0,1.0,-327.32,5.0,33.0,Professional
26173,2022-03,3297722,ServiceHub,31,1,263.0,prior_cancel,EMEA,BENELUX,BOMZE,Yes,1 to 25,25.0,4,4,2.0,0.0,16.0,0.0,1.0,-263.0,0.0,33.0,Professional
26174,2022-03,3299864,MarketingHub,31,1,1592.75,prior_cancel,NAM,SMB,RUSSELL,No,1 to 25,10.0,3,0,1.0,3.0,25.0,1.0,1.0,-1592.75,0.0,56.0,Professional
26175,2022-03,3334216,MarketingHub,31,1,1900.0,prior_cancel,NAM,MID-MARKET,RODRIGUEZ,No,26 to 200,50.0,4,0,0.0,0.0,18.0,1.0,1.0,-1900.0,0.0,48.0,Professional
26176,2022-03,3337952,MarketingHub,25,7,37.5,early_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,4,0,0.0,0.0,10.0,1.0,1.0,-37.5,0.0,21.0,Starter
26177,2022-03,3337952,ServiceHub,25,7,300.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,4,0,0.0,0.0,10.0,1.0,1.0,-300.0,1.0,21.0,Professional
26178,2022-03,3372948,MarketingHub,7,25,55.2,late_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,2,0,0.0,0.0,2.0,1.0,1.0,-55.2,0.0,12.0,Starter
26179,2022-03,3376923,MarketingHub,31,1,2979.6,prior_cancel,NAM,SMB,RENAHAN,No,1 to 25,25.0,4,0,5.0,10.0,9.0,1.0,0.0,0.0,4.0,53.0,Enterprise
26180,2022-03,3380313,MarketingHub,31,1,570.0,prior_cancel,NAM,SMB,RUSSELL,No,1 to 25,25.0,4,1,1.0,5.0,19.0,1.0,1.0,-570.0,3.0,14.0,Professional
26181,2022-03,3380313,SalesHub,31,1,600.0,prior_cancel,NAM,SMB,RUSSELL,No,1 to 25,25.0,4,1,1.0,5.0,19.0,1.0,1.0,-600.0,4.0,12.0,Professional
26182,2022-03,3382954,MarketingHub,28,4,100.0,early_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,50.0,4,0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,33.0,Starter
26183,2022-03,3387198,MarketingHub,31,1,1181.7,prior_cancel,APAC,ANZ SMB,BUSHELL,Yes,1 to 25,5.0,4,2,0.0,2.0,21.0,1.0,0.0,0.0,2.0,57.0,Professional
26184,2022-03,3388970,MarketingHub,30,2,50.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,3,0,0.0,0.0,4.0,1.0,1.0,-50.0,0.0,13.0,Starter
26185,2022-03,3395453,MarketingHub,31,1,67.2,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,3,0,0.0,0.0,10.0,1.0,1.0,-67.2,0.0,48.0,Starter
26186,2022-03,3404058,MarketingHub,31,1,1762.5,prior_cancel,NAM,SMB,RENAHAN,No,1 to 25,10.0,4,2,1.0,7.0,21.0,1.0,1.0,-1762.5,4.0,50.0,Professional
26187,2022-03,3404058,SalesHub,31,1,375.0,prior_cancel,NAM,SMB,RENAHAN,No,1 to 25,10.0,4,2,1.0,7.0,21.0,1.0,1.0,-375.0,4.0,50.0,Professional
26188,2022-03,3426122,MarketingHub,14,18,570.88,early_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,50.0,4,1,0.0,0.0,2.0,1.0,1.0,-570.88,0.0,29.0,Starter
26189,2022-03,3426302,MarketingHub,31,1,2305.6,prior_cancel,EMEA,UKI MM,LOWRY,No,26 to 200,200.0,4,1,0.0,3.0,12.0,1.0,1.0,-2305.6,1.0,36.0,Professional
26190,2022-03,3426302,SalesHub,3,29,936.0,late_cancel,EMEA,UKI MM,LOWRY,No,26 to 200,200.0,4,1,0.0,3.0,12.0,1.0,1.0,-936.0,3.0,36.0,Professional
26191,2022-03,3431737,MarketingHub,31,1,1742.6,prior_cancel,EMEA,NORDICS,AFONINA,Yes,1 to 25,10.0,4,3,0.0,4.0,27.0,1.0,0.0,0.0,3.0,1.0,Professional
26192,2022-03,3431737,SalesHub,31,1,1168.8,prior_cancel,EMEA,NORDICS,AFONINA,Yes,1 to 25,10.0,4,3,0.0,4.0,27.0,1.0,0.0,0.0,4.0,47.0,Professional
26193,2022-03,3434899,MarketingHub,31,1,1607.16,prior_cancel,APAC,ANZ MM/CORP,ADAMSON,No,26 to 200,50.0,4,4,0.0,0.0,12.0,1.0,1.0,-1607.16,3.0,57.0,Professional
26194,2022-03,3434899,SalesHub,31,1,385.71,prior_cancel,APAC,ANZ MM/CORP,ADAMSON,No,26 to 200,50.0,4,4,0.0,0.0,12.0,1.0,1.0,-385.71,4.0,47.0,Professional
26195,2022-03,3434899,ServiceHub,31,1,410.71,prior_cancel,APAC,ANZ MM/CORP,ADAMSON,No,26 to 200,50.0,4,4,0.0,0.0,12.0,1.0,1.0,-410.71,0.0,24.0,Professional
26196,2022-03,3439932,MarketingHub,11,21,50.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,4,0,0.0,0.0,0.0,1.0,1.0,-50.0,0.0,15.0,Starter
26197,2022-03,3440049,MarketingHub,31,1,1880.0,prior_cancel,NAM,SMB,MASTANDREA,No,1 to 25,25.0,4,0,0.0,0.0,10.0,1.0,0.0,0.0,2.0,48.0,Enterprise
26198,2022-03,3444921,MarketingHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,26 to 200,50.0,0,3,0.0,0.0,1.0,1.0,1.0,-50.0,0.0,5.0,Starter
26199,2022-03,3444921,SalesHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,26 to 200,50.0,0,3,0.0,0.0,1.0,1.0,1.0,-50.0,1.0,41.0,Starter
26200,2022-03,3448145,MarketingHub,31,1,2200.0,prior_cancel,NAM,CORP,HARRISON,No,201 or Above,10000.0,4,0,1.0,3.0,20.0,1.0,1.0,-2200.0,2.0,48.0,Enterprise
26201,2022-03,3453012,MarketingHub,31,1,4910.0,prior_cancel,NAM,CORE CC AMER,BAILEY,Yes,1 to 25,10.0,4,1,1.0,10.0,23.0,1.0,1.0,-4710.0,1.0,57.0,Enterprise
26202,2022-03,3453012,SalesHub,31,1,960.0,prior_cancel,NAM,CORE CC AMER,BAILEY,Yes,1 to 25,10.0,4,1,1.0,10.0,23.0,1.0,0.0,0.0,2.0,24.0,Enterprise
26203,2022-03,3468818,MarketingHub,31,1,746.416,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,4,0,0.0,3.0,18.0,1.0,0.0,0.0,3.0,12.0,Professional
26204,2022-03,3487281,MarketingHub,31,1,89.0,prior_cancel,NAM,NAM CST,CST,Yes,26 to 200,50.0,4,1,1.0,5.0,28.0,1.0,1.0,-89.0,3.0,42.0,Professional
26205,2022-03,3779047,MarketingHub,31,1,240.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,4,3,0.0,0.0,12.0,0.0,1.0,-240.0,0.0,25.0,Starter
26206,2022-03,3787652,MarketingHub,31,1,844.0,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,4,0,0.0,2.0,16.0,1.0,1.0,-844.0,1.0,48.0,Professional
26207,2022-03,3788348,MarketingHub,31,1,1166.67,prior_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,200.0,4,0,0.0,2.0,9.0,1.0,0.0,0.0,2.0,48.0,Professional
26208,2022-03,3797960,MarketingHub,10,22,25.0,late_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,2,3,0.0,0.0,3.0,0.0,1.0,-25.0,0.0,14.0,Starter
26209,2022-03,3797960,ServiceHub,10,22,25.0,late_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,2,3,0.0,0.0,3.0,0.0,1.0,-25.0,0.0,14.0,Starter
26210,2022-03,3803240,MarketingHub,27,5,3060.0,early_cancel,NAM,NAM CST,CST,No,26 to 200,200.0,4,4,0.0,0.0,13.0,1.0,1.0,-3060.0,0.0,32.0,Starter
26211,2022-03,3803240,SalesHub,27,5,200.0,early_cancel,NAM,NAM CST,CST,No,26 to 200,200.0,4,4,0.0,0.0,13.0,1.0,1.0,-200.0,3.0,55.0,Professional
26212,2022-03,3803240,ServiceHub,27,5,200.0,early_cancel,NAM,NAM CST,CST,No,26 to 200,200.0,4,4,0.0,0.0,13.0,1.0,1.0,-200.0,0.0,9.0,Professional
26213,2022-03,3838762,MarketingHub,22,10,586.136,early_cancel,EMEA,ITALY/MEA,O'GRADY,No,1 to 25,5.0,3,3,0.0,10.0,23.0,0.0,1.0,-586.136,0.0,53.0,Professional
26214,2022-03,3838762,SalesHub,23,9,49.064,early_cancel,EMEA,ITALY/MEA,O'GRADY,No,1 to 25,5.0,3,3,0.0,10.0,23.0,1.0,1.0,-49.064,1.0,53.0,Professional
26215,2022-03,3908535,MarketingHub,28,4,1200.0,early_cancel,NAM,CORP,HARRISON,No,201 or Above,1000.0,4,2,2.0,3.0,11.0,1.0,1.0,-1200.0,3.0,48.0,Professional
26216,2022-03,3908535,SalesHub,28,4,120.0,early_cancel,NAM,CORP,HARRISON,No,201 or Above,1000.0,4,2,2.0,3.0,11.0,1.0,1.0,-120.0,2.0,48.0,Starter
26217,2022-03,3940747,MarketingHub,31,1,800.0,prior_cancel,NAM,SMB,RUSSELL,No,1 to 25,5.0,3,1,1.0,7.0,11.0,1.0,1.0,-800.0,0.0,12.0,Professional
26218,2022-03,3947359,MarketingHub,5,27,,late_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,50.0,0,2,0.0,0.0,10.0,0.0,1.0,-200.0,0.0,0.0,
26219,2022-03,3947359,SalesHub,4,28,840.0,late_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,50.0,0,2,0.0,0.0,10.0,1.0,1.0,-640.0,4.0,41.0,Professional
26220,2022-03,3950228,MarketingHub,31,1,638.4,prior_cancel,NAM,SMB,POLMONARI,Yes,1 to 25,25.0,4,1,0.0,3.0,12.0,1.0,1.0,-638.4,0.0,12.0,Professional
26221,2022-03,3950228,SalesHub,31,1,560.0,prior_cancel,NAM,SMB,POLMONARI,Yes,1 to 25,25.0,4,1,0.0,3.0,12.0,1.0,1.0,-560.0,1.0,53.0,Professional
26222,2022-03,3963372,MarketingHub,11,21,966.22,early_cancel,NAM,NAM CST,CST,No,26 to 200,50.0,4,4,0.0,0.0,27.0,1.0,1.0,-966.22,3.0,33.0,Professional
26223,2022-03,3963372,SalesHub,11,21,423.78,early_cancel,NAM,NAM CST,CST,No,26 to 200,50.0,4,4,0.0,0.0,27.0,1.0,1.0,-423.78,5.0,33.0,Professional
26224,2022-03,3963372,ServiceHub,11,21,150.0,early_cancel,NAM,NAM CST,CST,No,26 to 200,50.0,4,4,0.0,0.0,27.0,1.0,1.0,-150.0,0.0,33.0,Starter
26225,2022-03,3964244,MarketingHub,31,1,1701.0,prior_cancel,EMEA,ITALY/MEA,O'GRADY,No,1 to 25,10.0,4,1,0.0,2.0,18.0,1.0,1.0,-1701.0,2.0,42.0,Professional
