,report_month,portal_id,product,calendar_days_remaining,day of month,mrr_net_pm_bom,cancel_classified,geography,segment,sub_segment,partner_managed,employee_size,employee_size_value,marketing_health_check,sales_health_check,count_calls_by_owner_l90,count_emails_by_owner_l90_measure,count_of_integrations,renewal_month,subscription_cancel,cancel_dollars,primary_colors,age,edition 
27650,2022-03,8568753,SalesHub,31,1,61.33,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,3,1,0.0,1.0,3.0,1.0,1.0,-61.33,4.0,12.0,Professional
27651,2022-03,8575222,MarketingHub,21,11,445.0,early_cancel,NAM,CORE CC AMER,BAILEY,No,1 to 25,5.0,0,4,0.0,0.0,17.0,0.0,1.0,-445.0,3.0,5.0,Professional
27652,2022-03,8575222,SalesHub,21,11,25.0,early_cancel,NAM,CORE CC AMER,BAILEY,No,1 to 25,5.0,0,4,0.0,0.0,17.0,0.0,1.0,-25.0,2.0,5.0,Starter
27653,2022-03,8579768,MarketingHub,31,1,33.34,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,2,1,0.0,2.0,4.0,1.0,1.0,-33.34,0.0,12.0,Starter
27654,2022-03,8579768,SalesHub,31,1,25.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,2,1,0.0,2.0,4.0,1.0,1.0,-25.0,0.0,12.0,Starter
27655,2022-03,8579768,ServiceHub,31,1,25.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,2,1,0.0,2.0,4.0,1.0,1.0,-25.0,0.0,12.0,Starter
27656,2022-03,8586507,MarketingHub,1,31,25.0,late_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,3,4,0.0,0.0,12.0,0.0,1.0,-25.0,0.0,13.0,Starter
27657,2022-03,8586507,SalesHub,1,31,250.0,late_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,3,4,0.0,0.0,12.0,0.0,1.0,-250.0,4.0,13.0,Professional
27658,2022-03,8588793,MarketingHub,31,1,89.0,prior_cancel,LATAM,LATAM CST,LATAM CST,No,1 to 25,10.0,2,0,0.0,2.0,10.0,1.0,1.0,-89.0,0.0,12.0,Professional
27659,2022-03,8592028,MarketingHub,28,4,25.0,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,2,4,0.0,1.0,6.0,0.0,0.0,0.0,0.0,17.0,Starter
27660,2022-03,8592028,SalesHub,28,4,25.0,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,2,4,0.0,1.0,6.0,0.0,0.0,0.0,2.0,17.0,Starter
27661,2022-03,8592028,ServiceHub,28,4,25.0,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,2,4,0.0,1.0,6.0,0.0,0.0,0.0,1.0,17.0,Starter
27662,2022-03,8592223,MarketingHub,31,1,100.0,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,0,0,0.0,0.0,3.0,1.0,1.0,-100.0,1.0,5.0,Starter
27663,2022-03,8593356,MarketingHub,24,8,5.0,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,0,2,0.0,0.0,7.0,0.0,1.0,-5.0,0.0,6.0,Starter
27664,2022-03,8593356,SalesHub,24,8,50.0,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,0,2,0.0,0.0,7.0,0.0,1.0,-50.0,3.0,6.0,Professional
27665,2022-03,8595249,MarketingHub,31,1,16.67,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,5.0,0,0,0.0,0.0,11.0,0.0,1.0,-16.67,1.0,12.0,Starter
27666,2022-03,8595249,SalesHub,31,1,16.67,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,5.0,0,0,0.0,0.0,11.0,0.0,1.0,-16.67,2.0,12.0,Starter
27667,2022-03,8595249,ServiceHub,31,1,16.67,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,5.0,0,0,0.0,0.0,11.0,0.0,1.0,-16.67,0.0,12.0,Starter
27668,2022-03,8595609,MarketingHub,31,1,16.67,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,2,1,0.0,3.0,2.0,1.0,1.0,-16.67,0.0,12.0,Starter
27669,2022-03,8595609,SalesHub,31,1,500.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,2,1,0.0,3.0,2.0,1.0,1.0,-500.0,0.0,12.0,Professional
27670,2022-03,8595609,ServiceHub,31,1,16.67,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,2,1,0.0,3.0,2.0,1.0,1.0,-16.67,0.0,12.0,Starter
27671,2022-03,8601426,MarketingHub,17,15,40.88,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,1.0,2,1,0.0,0.0,6.0,1.0,1.0,-40.88,0.0,12.0,Starter
27672,2022-03,8601426,SalesHub,17,15,20.44,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,1.0,2,1,0.0,0.0,6.0,1.0,1.0,-20.44,0.0,12.0,Starter
27673,2022-03,8601426,ServiceHub,17,15,20.44,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,1.0,2,1,0.0,0.0,6.0,1.0,1.0,-20.44,0.0,12.0,Starter
27674,2022-03,8601480,MarketingHub,31,1,112.352,prior_cancel,EMEA,ITALY/MEA,O'GRADY,No,1 to 25,25.0,3,1,0.0,3.0,3.0,1.0,0.0,0.0,2.0,12.0,Professional
27675,2022-03,8601480,ServiceHub,31,1,39.256,prior_cancel,EMEA,ITALY/MEA,O'GRADY,No,1 to 25,25.0,3,1,0.0,3.0,3.0,1.0,0.0,0.0,0.0,12.0,Professional
27676,2022-03,8601646,MarketingHub,31,1,624.38,prior_cancel,LATAM,LATAM,LATAM DIRECT BRAVO,Yes,26 to 200,200.0,3,1,6.0,7.0,5.0,1.0,1.0,-624.38,1.0,17.0,Professional
27677,2022-03,8601646,SalesHub,31,1,208.13,prior_cancel,LATAM,LATAM,LATAM DIRECT BRAVO,Yes,26 to 200,200.0,3,1,6.0,7.0,5.0,1.0,1.0,-208.13,2.0,17.0,Professional
27678,2022-03,8601646,ServiceHub,31,1,166.5,prior_cancel,LATAM,LATAM,LATAM DIRECT BRAVO,Yes,26 to 200,200.0,3,1,6.0,7.0,5.0,1.0,1.0,-166.5,2.0,17.0,Professional
27679,2022-03,8604184,MarketingHub,31,1,96.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,3,3,0.0,0.0,14.0,0.0,1.0,-96.0,0.0,17.0,Starter
27680,2022-03,8604184,SalesHub,31,1,32.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,3,3,0.0,0.0,14.0,0.0,1.0,-32.0,0.0,17.0,Starter
27681,2022-03,8604184,ServiceHub,31,1,32.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,3,3,0.0,0.0,14.0,0.0,1.0,-32.0,0.0,17.0,Starter
27682,2022-03,8605172,MarketingHub,31,1,97.48,prior_cancel,APAC,APAC CC,SYD SP,Yes,1 to 25,5.0,3,1,0.0,0.0,9.0,1.0,1.0,-97.48,0.0,12.0,Professional
27683,2022-03,8605172,ServiceHub,31,1,43.808,prior_cancel,APAC,APAC CC,SYD SP,Yes,1 to 25,5.0,3,1,0.0,0.0,9.0,1.0,1.0,-43.808,0.0,12.0,Professional
27684,2022-03,8606135,MarketingHub,31,1,1218.46,prior_cancel,APAC,ANZ MM/CORP,ADAMSON,No,201 or Above,1000.0,2,0,1.0,4.0,6.0,1.0,1.0,-1218.46,0.0,12.0,Professional
27685,2022-03,8608708,MarketingHub,31,1,61.33,prior_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,50.0,3,0,0.0,1.0,1.0,1.0,1.0,-61.33,0.0,17.0,Starter
27686,2022-03,8610933,MarketingHub,28,4,256.0,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,4,0,0.0,0.0,7.0,1.0,1.0,-256.0,0.0,12.0,Starter
27687,2022-03,8617151,MarketingHub,31,1,30.67,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,3,3,0.0,1.0,3.0,0.0,1.0,-30.67,0.0,13.0,Starter
27688,2022-03,8617151,SalesHub,31,1,30.67,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,3,3,0.0,1.0,3.0,0.0,1.0,-30.67,2.0,13.0,Starter
27689,2022-03,8617151,ServiceHub,31,1,30.67,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,3,3,0.0,1.0,3.0,0.0,1.0,-30.67,0.0,13.0,Starter
27690,2022-03,8619496,MarketingHub,31,1,548.83,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,1.0,4,1,0.0,0.0,11.0,1.0,0.0,0.0,3.0,12.0,Professional
27691,2022-03,8620029,MarketingHub,31,1,22.4,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,3,1,2.0,5.0,3.0,1.0,1.0,-22.4,0.0,12.0,Starter
27692,2022-03,8620029,SalesHub,31,1,22.4,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,3,1,2.0,5.0,3.0,1.0,1.0,-22.4,0.0,12.0,Starter
27693,2022-03,8620029,ServiceHub,31,1,22.4,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,3,1,2.0,5.0,3.0,1.0,1.0,-22.4,0.0,12.0,Starter
27694,2022-03,8623282,MarketingHub,31,1,89.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,4,1,0.0,1.0,23.0,1.0,0.0,0.0,4.0,12.0,Professional
27695,2022-03,8623282,OperationsHub,31,1,80.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,4,1,0.0,1.0,23.0,1.0,1.0,-80.0,0.0,8.0,Professional
27696,2022-03,8623282,SalesHub,31,1,120.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,4,1,0.0,1.0,23.0,1.0,0.0,0.0,4.0,12.0,Enterprise
27697,2022-03,8623282,ServiceHub,31,1,40.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,4,1,0.0,1.0,23.0,1.0,1.0,-40.0,1.0,7.0,Professional
27698,2022-03,8625150,MarketingHub,25,7,100.0,early_cancel,EMEA,EMEA CST,EMEA CST,No,26 to 200,200.0,4,0,0.0,0.0,6.0,1.0,1.0,-100.0,0.0,17.0,Starter
27699,2022-03,8625814,MarketingHub,31,1,122.66,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,4,0,0.0,3.0,3.0,1.0,1.0,-122.66,1.0,12.0,Starter
27700,2022-03,8630956,MarketingHub,31,1,150.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,4,3,0.0,0.0,10.0,1.0,1.0,-150.0,1.0,15.0,Starter
27701,2022-03,8633841,MarketingHub,31,1,139.0,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,4,1,0.0,0.0,14.0,1.0,0.0,0.0,3.0,12.0,Professional
27702,2022-03,8634210,MarketingHub,31,1,1445.33,prior_cancel,EMEA,DACH,GREEN,No,201 or Above,500.0,4,3,0.0,0.0,8.0,1.0,1.0,-1445.33,1.0,12.0,Starter
27703,2022-03,8635016,MarketingHub,31,1,201.6,prior_cancel,EMEA,EMEA CST,EMEA CST,No,201 or Above,500.0,4,0,0.0,1.0,3.0,1.0,1.0,-201.6,0.0,16.0,Starter
27704,2022-03,8636547,MarketingHub,31,1,16.67,prior_cancel,NAM,NAM CST,CST,No,26 to 200,50.0,2,1,0.0,0.0,7.0,1.0,1.0,-16.67,0.0,12.0,Starter
27705,2022-03,8636547,SalesHub,31,1,16.67,prior_cancel,NAM,NAM CST,CST,No,26 to 200,50.0,2,1,0.0,0.0,7.0,1.0,1.0,-16.67,0.0,12.0,Starter
27706,2022-03,8636547,ServiceHub,31,1,16.67,prior_cancel,NAM,NAM CST,CST,No,26 to 200,50.0,2,1,0.0,0.0,7.0,1.0,1.0,-16.67,0.0,12.0,Starter
27707,2022-03,8640005,MarketingHub,31,1,22.4,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,2,1,0.0,0.0,5.0,1.0,1.0,-22.4,0.0,12.0,Starter
27708,2022-03,8640005,SalesHub,31,1,22.4,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,2,1,0.0,0.0,5.0,1.0,1.0,-22.4,0.0,12.0,Starter
27709,2022-03,8640005,ServiceHub,31,1,22.4,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,2,1,0.0,0.0,5.0,1.0,1.0,-22.4,0.0,12.0,Starter
27710,2022-03,8640658,MarketingHub,31,1,1009.864,prior_cancel,EMEA,DACH,GREEN,Yes,1 to 25,10.0,4,2,0.0,2.0,14.0,1.0,0.0,0.0,3.0,12.0,Professional
27711,2022-03,8643136,MarketingHub,31,1,139.0,prior_cancel,LATAM,LATAM CST,LATAM CST,No,26 to 200,50.0,4,1,0.0,0.0,16.0,1.0,1.0,-139.0,1.0,12.0,Professional
27712,2022-03,8643136,SalesHub,31,1,50.0,prior_cancel,LATAM,LATAM CST,LATAM CST,No,26 to 200,50.0,4,1,0.0,0.0,16.0,1.0,1.0,-50.0,2.0,12.0,Professional
27713,2022-03,8643136,ServiceHub,31,1,40.0,prior_cancel,LATAM,LATAM CST,LATAM CST,No,26 to 200,50.0,4,1,0.0,0.0,16.0,1.0,1.0,-40.0,0.0,12.0,Professional
27714,2022-03,8643467,MarketingHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,2,1,0.0,0.0,14.0,1.0,1.0,-50.0,0.0,12.0,Starter
27715,2022-03,8643467,SalesHub,31,1,16.67,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,2,1,0.0,0.0,14.0,1.0,1.0,-16.67,0.0,12.0,Starter
27716,2022-03,8643467,ServiceHub,31,1,16.67,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,2,1,0.0,0.0,14.0,1.0,1.0,-16.67,0.0,12.0,Starter
27717,2022-03,8648576,MarketingHub,1,31,523.33,late_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,4,3,0.0,0.0,11.0,0.0,1.0,-523.33,1.0,17.0,Professional
27718,2022-03,8648576,SalesHub,1,31,306.67,late_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,4,3,0.0,0.0,11.0,0.0,1.0,-306.67,3.0,17.0,Professional
27719,2022-03,8661907,MarketingHub,31,1,40.0,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,5.0,3,1,0.0,0.0,10.0,1.0,1.0,-40.0,0.0,12.0,Starter
27720,2022-03,8661907,SalesHub,1,31,400.0,late_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,5.0,3,1,0.0,0.0,10.0,1.0,1.0,-400.0,0.0,12.0,Professional
27721,2022-03,8661907,ServiceHub,31,1,40.0,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,5.0,3,1,0.0,0.0,10.0,1.0,1.0,-40.0,0.0,12.0,Starter
27722,2022-03,8665752,MarketingHub,31,1,823.25,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,4,0,0.0,1.0,9.0,1.0,1.0,-823.25,1.0,17.0,Professional
27723,2022-03,8668119,MarketingHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,5.0,4,3,0.0,0.0,8.0,0.0,1.0,-50.0,1.0,17.0,Starter
27724,2022-03,8670583,MarketingHub,31,1,35.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,3,1,0.0,0.0,8.0,1.0,1.0,-35.0,0.0,12.0,Starter
27725,2022-03,8670583,SalesHub,31,1,350.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,3,1,0.0,0.0,8.0,1.0,1.0,-350.0,0.0,12.0,Professional
27726,2022-03,8674579,MarketingHub,31,1,16.67,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,1.0,2,1,0.0,0.0,3.0,1.0,1.0,-16.67,0.0,12.0,Starter
27727,2022-03,8674579,SalesHub,31,1,16.67,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,1.0,2,1,0.0,0.0,3.0,1.0,1.0,-16.67,0.0,12.0,Starter
27728,2022-03,8674579,ServiceHub,31,1,16.67,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,1.0,2,1,0.0,0.0,3.0,1.0,1.0,-16.67,0.0,12.0,Starter
27729,2022-03,8679785,MarketingHub,31,1,16.67,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,2,1,0.0,0.0,2.0,1.0,1.0,-16.67,0.0,12.0,Starter
27730,2022-03,8679785,SalesHub,31,1,16.67,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,2,1,0.0,0.0,2.0,1.0,1.0,-16.67,0.0,12.0,Starter
27731,2022-03,8679785,ServiceHub,31,1,16.67,prior_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,2,1,0.0,0.0,2.0,1.0,1.0,-16.67,0.0,12.0,Starter
27732,2022-03,8681213,MarketingHub,16,16,109.77,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,2,1,0.0,0.0,7.0,1.0,1.0,-109.77,0.0,12.0,Professional
27733,2022-03,8681213,SalesHub,16,16,61.33,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,2,1,0.0,0.0,7.0,1.0,1.0,-61.33,0.0,12.0,Professional
27734,2022-03,8682394,MarketingHub,31,1,20.44,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,2,1,0.0,0.0,0.0,1.0,1.0,-20.44,0.0,12.0,Starter
27735,2022-03,8682394,SalesHub,31,1,20.44,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,2,1,0.0,0.0,0.0,1.0,1.0,-20.44,0.0,12.0,Starter
27736,2022-03,8682394,ServiceHub,31,1,20.44,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,2,1,0.0,0.0,0.0,1.0,1.0,-20.44,0.0,12.0,Starter
27737,2022-03,8682404,MarketingHub,31,1,20.44,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,2,1,0.0,0.0,4.0,1.0,1.0,-20.44,0.0,12.0,Starter
27738,2022-03,8682404,SalesHub,31,1,20.44,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,2,1,0.0,0.0,4.0,1.0,1.0,-20.44,0.0,12.0,Starter
27739,2022-03,8682404,ServiceHub,31,1,20.44,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,2,1,0.0,0.0,4.0,1.0,1.0,-20.44,0.0,12.0,Starter
27740,2022-03,8686454,MarketingHub,31,1,14707.5,prior_cancel,NAM,STRATEGIC ACCOUNTS,LUSSIER,Yes,26 to 200,50.0,4,4,2.0,11.0,13.0,1.0,0.0,0.0,4.0,13.0,Enterprise
27741,2022-03,8686454,OperationsHub,31,1,400.0,prior_cancel,NAM,STRATEGIC ACCOUNTS,LUSSIER,Yes,26 to 200,50.0,4,4,2.0,11.0,13.0,1.0,1.0,-400.0,0.0,8.0,Professional
27742,2022-03,8686454,SalesHub,31,1,4140.0,prior_cancel,NAM,STRATEGIC ACCOUNTS,LUSSIER,Yes,26 to 200,50.0,4,4,2.0,11.0,13.0,1.0,0.0,0.0,4.0,16.0,Enterprise
27743,2022-03,8686454,ServiceHub,23,9,900.0,early_cancel,NAM,STRATEGIC ACCOUNTS,LUSSIER,Yes,26 to 200,50.0,4,4,2.0,11.0,13.0,1.0,1.0,-900.0,1.0,12.0,Enterprise
27744,2022-03,8696319,MarketingHub,31,1,5.0,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,2,1,0.0,0.0,7.0,1.0,1.0,-5.0,0.0,12.0,Starter
27745,2022-03,8696319,SalesHub,31,1,50.0,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,2,1,0.0,0.0,7.0,1.0,1.0,-50.0,1.0,12.0,Professional
27746,2022-03,8697701,MarketingHub,31,1,1024.3,prior_cancel,NAM,NAM CST,CST,Yes,1 to 25,25.0,4,0,0.0,2.0,7.0,1.0,1.0,-1024.3,3.0,12.0,Professional
27747,2022-03,8713016,MarketingHub,31,1,61.33,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,3,2,0.0,1.0,5.0,1.0,1.0,-61.33,0.0,11.0,Starter
27748,2022-03,8717320,MarketingHub,15,17,61.33,early_cancel,EMEA,EMEA CST,EMEA CST,No,201 or Above,500.0,3,0,0.0,0.0,3.0,1.0,1.0,-61.33,0.0,17.0,Starter
27749,2022-03,8729514,MarketingHub,31,1,26.88,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,0,0,0.0,0.0,1.0,1.0,1.0,-26.88,0.0,3.0,Starter
27750,2022-03,8731754,MarketingHub,25,7,50.0,early_cancel,NAM,NAM CST,CST,No,1 to 25,10.0,4,0,0.0,0.0,6.0,1.0,1.0,-50.0,0.0,15.0,Starter
27751,2022-03,8733620,MarketingHub,25,7,100.0,early_cancel,NAM,NAM CST,CST,No,26 to 200,50.0,0,0,0.0,0.0,1.0,1.0,1.0,-100.0,1.0,5.0,Starter
27752,2022-03,8735113,MarketingHub,16,16,71.43,early_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,10.0,4,0,0.0,0.0,2.0,1.0,1.0,-71.43,0.0,8.0,Starter
27753,2022-03,8736383,MarketingHub,16,16,75.0,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,2,3,0.0,0.0,5.0,0.0,1.0,-75.0,0.0,15.0,Starter
27754,2022-03,8736383,SalesHub,16,16,25.0,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,2,3,0.0,0.0,5.0,0.0,1.0,-25.0,0.0,15.0,Starter
27755,2022-03,8736383,ServiceHub,16,16,25.0,early_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,5.0,2,3,0.0,0.0,5.0,0.0,1.0,-25.0,0.0,15.0,Starter
27756,2022-03,8737295,MarketingHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,201 or Above,407.0,0,0,0.0,0.0,6.0,1.0,1.0,-50.0,0.0,3.0,Starter
27757,2022-03,8743609,MarketingHub,31,1,23.81,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,10.0,3,1,0.0,0.0,7.0,1.0,1.0,-23.81,0.0,12.0,Starter
27758,2022-03,8743609,SalesHub,31,1,24.13,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,10.0,3,1,0.0,0.0,7.0,1.0,1.0,-24.13,1.0,12.0,Starter
27759,2022-03,8743609,ServiceHub,31,1,24.13,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,10.0,3,1,0.0,0.0,7.0,1.0,1.0,-24.13,0.0,12.0,Starter
27760,2022-03,8748820,MarketingHub,31,1,98.128,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,4,0,0.0,2.0,2.0,1.0,1.0,-98.128,0.0,11.0,Starter
27761,2022-03,8756052,MarketingHub,31,1,648.0,prior_cancel,APAC,JAPAC CST,APAC CST,No,26 to 200,200.0,3,0,0.0,2.0,6.0,1.0,1.0,-648.0,1.0,12.0,Professional
27762,2022-03,8758310,MarketingHub,31,1,150.19,prior_cancel,EMEA,EMEA CST,EMEA CST,No,201 or Above,10000.0,4,1,0.0,2.0,29.0,1.0,0.0,0.0,4.0,12.0,Professional
27763,2022-03,8758310,SalesHub,31,1,65.6,prior_cancel,EMEA,EMEA CST,EMEA CST,No,201 or Above,10000.0,4,1,0.0,2.0,29.0,1.0,0.0,0.0,4.0,12.0,Professional
27764,2022-03,8758310,ServiceHub,31,1,52.8,prior_cancel,EMEA,EMEA CST,EMEA CST,No,201 or Above,10000.0,4,1,0.0,2.0,29.0,1.0,0.0,0.0,4.0,12.0,Professional
27765,2022-03,8762941,MarketingHub,31,1,440.01,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,10.0,3,1,0.0,0.0,1.0,1.0,1.0,-440.01,1.0,12.0,Starter
27766,2022-03,8762941,SalesHub,31,1,16.67,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,10.0,3,1,0.0,0.0,1.0,1.0,1.0,-16.67,2.0,12.0,Starter
27767,2022-03,8762941,ServiceHub,31,1,16.67,prior_cancel,APAC,JAPAC CST,APAC CST,No,1 to 25,10.0,3,1,0.0,0.0,1.0,1.0,1.0,-16.67,1.0,12.0,Starter
27768,2022-03,8765496,MarketingHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,201 or Above,5000.0,3,0,0.0,0.0,0.0,1.0,1.0,-50.0,0.0,12.0,Starter
27769,2022-03,8765689,MarketingHub,31,1,508.77,prior_cancel,LATAM,LATAM,LATAM DIRECT NIGRINIS,No,26 to 200,200.0,4,3,6.0,8.0,12.0,1.0,0.0,0.0,4.0,15.0,Professional
27770,2022-03,8765689,SalesHub,31,1,981.83,prior_cancel,LATAM,LATAM,LATAM DIRECT NIGRINIS,No,26 to 200,200.0,4,3,6.0,8.0,12.0,1.0,0.0,0.0,4.0,15.0,Professional
27771,2022-03,8765689,ServiceHub,31,1,464.14,prior_cancel,LATAM,LATAM,LATAM DIRECT NIGRINIS,No,26 to 200,200.0,4,3,6.0,8.0,12.0,1.0,0.0,0.0,3.0,15.0,Professional
27772,2022-03,8773647,MarketingHub,8,24,75.0,late_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,2,2,0.0,0.0,2.0,0.0,1.0,-75.0,0.0,13.0,Starter
27773,2022-03,8773647,SalesHub,8,24,250.0,late_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,2,2,0.0,0.0,2.0,0.0,1.0,-250.0,0.0,13.0,Professional
27774,2022-03,8776702,MarketingHub,31,1,22.4,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,2,1,0.0,3.0,4.0,1.0,1.0,-22.4,0.0,12.0,Starter
27775,2022-03,8776702,SalesHub,31,1,22.4,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,2,1,0.0,3.0,4.0,1.0,1.0,-22.4,0.0,12.0,Starter
27776,2022-03,8776702,ServiceHub,31,1,44.8,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,2,1,0.0,3.0,4.0,1.0,1.0,-44.8,0.0,12.0,Starter
27777,2022-03,8792446,MarketingHub,31,1,50.0,prior_cancel,NAM,NAM CST,CST,No,1 to 25,25.0,4,0,0.0,0.0,8.0,1.0,1.0,-50.0,0.0,16.0,Starter
27778,2022-03,8803355,MarketingHub,17,15,640.8,early_cancel,APAC,JAPAC CST,APAC CST,Yes,1 to 25,25.0,3,1,0.0,0.0,6.0,1.0,1.0,-640.8,1.0,12.0,Professional
27779,2022-03,8803355,SalesHub,17,15,36.0,early_cancel,APAC,JAPAC CST,APAC CST,Yes,1 to 25,25.0,3,1,0.0,0.0,6.0,1.0,1.0,-36.0,2.0,12.0,Starter
27780,2022-03,8803355,ServiceHub,17,15,36.0,early_cancel,APAC,JAPAC CST,APAC CST,Yes,1 to 25,25.0,3,1,0.0,0.0,6.0,1.0,1.0,-36.0,1.0,12.0,Starter
27781,2022-03,8805915,MarketingHub,31,1,109.77,prior_cancel,EMEA,EMEA CST,EMEA CST,No,1 to 25,10.0,3,2,0.0,0.0,6.0,1.0,1.0,-109.77,2.0,12.0,Professional
